5.131526703425418390e+00 6.762694822950542139e+00 7.592386441692219989e+00
6.076449241494166209e+00 6.346746985004489972e+00 7.542610206992571342e+00
2.114534558919668683e+00 5.245382061716751032e+00 2.887930448257300942e+00
2.450232699416199367e-01 6.025918594393323779e+00 2.347850659616563807e+00
8.107785477015250208e-01 3.883374529184802082e+00 3.722786494029890481e+00
1.897335129393684650e+00 9.412018647366632962e+00 9.954457890787205443e+00
2.190352842399535760e+00 1.997850976434079051e+00 4.169617464735154932e+00
8.529231044357333147e+00 3.438271249990306977e+00 9.604003014072965527e+00
2.258440904968088692e+00 2.219934971203341156e+00 9.452347250011968072e+00
7.786010707282271071e+00 3.319962288431597131e+00 7.011028115477598632e+00
6.102631152548432247e+00 1.563552527203099229e+00 4.790230289726116197e+00
1.349448539749957821e+00 6.653217084170131912e+00 1.389424245757686638e-01
5.155472309394337760e-01 1.504515692134178462e+00 2.283301598929843301e+00
5.323468364159216648e+00 1.035383752537649693e+00 7.957875242815903860e+00
8.735554546109291607e+00 4.403727130803511969e+00 9.481750591609078072e+00
4.452665389269353291e+00 6.602204318072658396e+00 4.269715506282923734e+00
7.956135675175518784e+00 4.817790507715411508e+00 9.837967772741340156e+00
3.369315232541008953e+00 6.275403328142916237e+00 6.574238235800810237e+00
2.839719913924211525e+00 6.797772707448660690e+00 7.592328029815646140e+00
3.238543011085464940e+00 1.951116091632089100e+00 9.613142122246667753e+00
7.940220353684451560e+00 5.801884165987704733e+00 2.636386120740922046e+00
5.330470289992048194e+00 2.711797489962552987e-01 7.400905989602780899e+00
5.000179038124691999e+00 3.785653444846700744e+00 9.000354243113662278e+00
6.781340622230383808e+00 6.028803547994336043e+00 6.551946555533465499e+00
9.476007426016511914e+00 4.081994431259030165e+00 6.325158856777058247e+00
8.221860011911910959e+00 2.740966193577658583e+00 8.372967064978523055e+00
7.167980638017858119e+00 6.472971856467781393e+00 3.689606583180613519e+00
7.319092593118384116e+00 6.946763245063398706e+00 2.029824368616281127e+00
7.312505285282390410e+00 8.970385245142109554e+00 7.099558494644497841e-01
2.253510903222029071e+00 6.704720341164897235e+00 2.394119396504323927e+00
5.740155688756414243e+00 2.902934401448970192e+00 6.233575722163888777e+00
7.406663595880358386e+00 4.385286392705816105e+00 5.579167429079991081e+00
6.898070915834356498e+00 6.589892072575668891e+00 2.419712674346821135e+00
5.053250454178417783e+00 1.979284747460646754e+00 1.248107617859974816e+00
4.078072948911376727e+00 8.374153831221732958e+00 4.027417466262306345e-01
4.250123649804555370e+00 3.477145077436625265e+00 2.505770020669157994e+00
5.447099146441958251e-01 7.407728207762235506e+00 9.721865603337020545e+00
8.378069634389122555e+00 2.709764367131668461e+00 5.980702135326296798e+00
9.212973088630928231e+00 1.967218480079856446e+00 5.389422055068870065e+00
5.295598659533640173e+00 4.487107363451086961e+00 8.111254814410624903e+00
2.320392637162575156e+00 8.192570599300441625e-01 2.824425825497151266e+00
6.086383030558694784e+00 3.895151295245057099e+00 5.697499979380566515e+00
9.697615040112294693e+00 8.905277157534317922e+00 9.354118820834816717e+00
1.899430699731277095e+00 5.245533096212784407e-02 7.921561682236396784e+00
4.634132070565107675e+00 3.293188164125838924e+00 7.591761245952755033e-01
7.085092901158439815e+00 2.270219674696249967e-01 3.231741822478628734e-01
9.369756281291530264e-01 4.473084691449992434e+00 7.555791933891297774e+00
2.977650885288349869e+00 5.487871563020650711e+00 2.192031249669152082e+00
9.840190765139830376e+00 6.893765246614826481e+00 8.052541925022358882e+00
6.153580090615061948e+00 6.352280947217394669e+00 7.362015454978692475e+00
