8.963657748349918464e+00 1.229955629817164331e+00 8.396265246984865982e+00
2.788502200926989971e+00 2.489420737084465429e+00 5.367119011871873901e+00
5.003368462309433440e+00 9.676520272182392191e+00 4.918167561310399449e+00
2.070597144271797418e+00 2.292507514042335437e+00 9.029968799882617247e+00
3.989985871028886244e+00 7.572359632419751740e+00 8.878900536512860597e+00
2.195358402411267118e+00 6.069696701406003037e+00 5.981814128304426603e+00
9.268798852352986728e+00 8.906411051310548999e+00 4.346027347184677758e-01
4.816525141634970808e+00 9.226367657214543883e+00 4.435505053748869386e+00
6.691692627545798189e+00 1.673981136184555796e+00 2.426738676512568915e+00
7.988024156212958360e+00 5.263479926864302882e+00 3.180125909852327126e-01
2.754030360697173663e+00 1.551878320914464870e+00 4.186755943682235248e+00
6.939620478992104324e+00 9.751618620876296717e+00 3.955034876002692990e+00
3.758018890864445183e-01 8.008568027679812573e+00 3.669928536822453236e+00
5.122574338541888928e+00 7.044297497431389665e+00 5.398586649711666574e+00
9.550789277195852023e+00 3.338967929859094852e+00 9.284756805667125690e+00
4.107967779342846626e+00 8.946068835858845603e+00 5.422311712166886011e+00
6.363112182704950825e+00 5.678014690004056675e+00 5.670124363478524998e+00
6.102513992694881040e+00 7.636418264600896677e+00 7.399091099414577322e+00
4.383831724348048908e+00 4.733623368107856777e+00 3.485213527320663029e-01
2.632571030781649668e-01 5.079508130961492895e+00 2.423315057573629527e+00
4.859922171804514690e+00 2.089021871951581844e+00 2.268423118143594319e+00
2.763812799150406008e+00 8.142857602518697391e+00 1.124273895198169004e+00
7.910538154920883080e+00 8.076559360425278555e+00 4.446330687103895229e+00
1.356914172211176606e-01 5.799570473277836591e+00 6.613411490452025809e-02
8.375214442597743059e+00 4.034624033301181356e+00 6.283384774856810573e+00
6.137188090874222901e+00 4.968252703378253088e+00 7.952390027903986969e+00
4.740335086329565684e+00 6.370570810163735942e+00 4.068060113484753160e+00
9.520949072955463777e+00 4.852324950992476182e+00 8.500899430236879439e+00
9.064423392504396659e+00 3.197784405446644218e+00 9.740509548667850126e+00
4.446178577676416666e+00 9.004482525507528923e-01 5.310490705301522674e+00
7.793629781238994525e+00 7.402762946239741737e+00 6.173135042268595996e+00
8.188522990680738189e+00 2.447462247623697351e+00 6.656299573896959032e+00
4.939167582773437815e+00 7.571571952360508284e+00 5.363132544862001083e+00
1.310225668052611425e-01 8.705233349058119074e+00 1.145233889688496154e+00
8.627756045112445094e+00 2.371727254057631740e+00 3.808331207792737594e+00
3.799817646726922682e+00 8.074469723482982531e+00 8.003820783247416415e+00
9.175774976982904008e+00 3.382914008594868349e+00 8.131665761866113229e+00
6.996543590499031851e+00 5.116389901243735494e+00 8.563770117767253609e+00
1.355686753521120336e+00 4.950478747919779821e+00 9.215934108613142328e+00
8.618716322687676623e+00 9.967587628909594599e+00 3.142237847749975721e+00
8.640745845745723130e-01 6.889531575886441495e+00 4.640906425731800233e+00
6.227121387338860004e+00 6.397454117109260707e+00 5.111051351885276262e+00
5.809607937615960616e+00 3.966467284815762273e+00 2.145472212106812826e+00
5.754619751472609401e+00 6.439370484605290379e+00 9.570889141425293900e+00
2.383796403064708525e+00 2.510160244694207066e+00 4.062750922290682354e+00
8.193756316859598599e+00 5.523064875366400450e+00 2.363593200716478382e+00
2.253175531640184914e+00 5.268517773819133332e+00 4.279753220261600433e+00
2.607445838019026851e+00 8.070532405368679996e-01 5.397657307063025378e+00
5.345252596335960504e+00 1.276093607001123065e+00 6.844465739088100520e+00
9.316509151863147764e+00 6.443888536175268467e-01 3.886689253628570206e+00
